time,ecg
1713644213062691000,"[11655, 12161, 12664, 13111, 13525, 13932, 14301, 14649, 15009, 15322, 15571, 15839, 16110, 16343, 16573, 16773, 16914, 17077, 17248, 17387, 17526, 17632, 17693, 17777, 17869, 17937, 18006, 18046, 18086, 18130, 18097, 18069, 18076, 18034, 17984, 17970, 17949, 17914, 17888, 17815, 17723, 17681, 17646, 17568, 17467, 17363, 17267, 17199, 17114, 17004, 16917, 16778, 16613, 16519, 16425, 16307, 16195, 16056, 15912, 15799, 15682, 15560, 15463, 15329, 15134, 14995, 14903, 14772, 14624, 14485, 14339, 14207, 14087]"
1713644213623820379,"[13960, 13817, 13666, 13525, 13398, 13276, 13144, 13008, 12881, 12747, 12606, 12488, 12349, 12147, 11982, 11872, 11742, 11613, 11491, 11357, 11237, 11131, 10957, 10792, 10936, 11369, 11632, 11178, 10155, 9703, 9967, 9892, 9560, 9506, 9473, 9313, 9198, 9118, 9000, 8885, 8800, 8706, 8593, 8497, 8405, 8306, 8219, 8130, 8031, 7947, 7876, 7796, 7730, 7678, 7603, 7514, 7436, 7359, 7272, 7161, 7022, 6876, 6724, 6573, 6434, 6293, 6173, 6089, 5999, 5907, 5823, 5743, 5660]"
1713644214184965019,"[5578, 5508, 5437, 5364, 5294, 5228, 5171, 5101, 5033, 4969, 4880, 4804, 4760, 4694, 4588, 4503, 4456, 4407, 4350, 4296, 4245, 4193, 4134, 4085, 4049, 3998, 3946, 3901, 3854, 3807, 3755, 3706, 3664, 3619, 3570, 3530, 3492, 3450, 3405, 3360, 3316, 3280, 3247, 3198, 3151, 3113, 3064, 3026, 2998, 2956, 2913, 2876, 2845, 2815, 2779, 2742, 2704, 2671, 2643, 2617, 2584, 2549, 2521, 2509, 2488, 2448, 2396, 2344, 2304, 2274, 2253, 2231, 2203]"
1713644214746109655,"[2170, 2137, 2114, 2088, 2048, 2128, 2500, 2956, 2965, 2206, 1453, 1611, 1902, 1695, 1608, 1721, 1688, 1625, 1643, 1634, 1606, 1611, 1611, 1592, 1575, 1566, 1564, 1564, 1561, 1556, 1549, 1547, 1564, 1580, 1594, 1608, 1603, 1594, 1596, 1596, 1564, 1491, 1397, 1307, 1232, 1161, 1093, 1034, 987, 957, 945, 940, 931, 917, 903, 900, 903, 900, 898, 889, 877, 877, 879, 877, 872, 863, 851, 844, 832, 816, 811, 790, 754]"
1713644215307239034,"[752, 764, 757, 750, 743, 733, 731, 736, 733, 719, 693, 682, 689, 691, 689, 684, 677, 667, 670, 674, 670, 665, 653, 649, 649, 651, 646, 632, 618, 616, 618, 618, 613, 609, 602, 597, 597, 597, 595, 587, 580, 576, 576, 573, 571, 564, 557, 555, 555, 557, 552, 547, 559, 569, 562, 547, 526, 505, 493, 479, 468, 468, 468, 456, 432, 409, 399, 439, 700, 1234, 1622, 1251, 326]"
1713644215868398935,"[42, 432, 453, 246, 322, 388, 322, 310, 338, 333, 333, 350, 357, 359, 366, 378, 385, 392, 397, 397, 418, 444, 460, 489, 522, 547, 573, 595, 602, 599, 578, 533, 470, 399, 331, 277, 239, 214, 202, 197, 192, 195, 197, 197, 199, 192, 190, 197, 199, 192, 178, 162, 157, 152, 152, 159, 162, 145, 119, 122, 136, 138, 145, 152, 150, 152, 155, 164, 171, 174, 174, 176, 181]"
1713644216429528314,"[190, 195, 197, 190, 174, 169, 181, 192, 188, 174, 164, 171, 183, 190, 190, 190, 190, 195, 204, 209, 211, 209, 206, 216, 223, 225, 228, 223, 221, 228, 232, 237, 237, 230, 230, 235, 242, 244, 244, 237, 230, 225, 218, 223, 230, 223, 218, 237, 258, 268, 239, 192, 181, 185, 185, 190, 192, 183, 185, 197, 204, 202, 190, 223, 508, 1048, 1389, 976, 75, -157, 242, 242, 47]"
1713644216990667867,"[124, 164, 101, 127, 166, 155, 159, 176, 171, 178, 202, 211, 214, 206, 199, 223, 254, 277, 298, 319, 348, 385, 416, 432, 442, 442, 418, 378, 322, 254, 190, 129, 75, 42, 37, 37, 32, 25, 32, 44, 54, 65, 61, 32, 21, 42, 56, 49, 42, 44, 39, 30, 35, 42, 42, 39, 47, 54, 54, 58, 63, 61, 63, 65, 63, 56, 58, 63, 61, 65, 79, 84, 82]"
1713644217551817590,"[87, 94, 101, 108, 108, 108, 112, 112, 117, 124, 110, 96, 110, 117, 112, 119, 124, 122, 127, 131, 136, 138, 138, 127, 115, 119, 129, 134, 136, 138, 145, 152, 171, 188, 181, 157, 117, 87, 98, 115, 108, 115, 124, 117, 119, 134, 131, 157, 420, 940, 1293, 931, 35, -251, 159, 199, -25, 47, 127, 72, 82, 122, 110, 108, 131, 143, 148, 157, 166, 176, 190, 209, 228]"
1713644218112946969,"[239, 261, 289, 319, 355, 385, 402, 406, 397, 395, 383, 329, 256, 188, 122, 58, 18, 2, -16, -25, -21, -11, -2, 0, -7, -11, -2, 14, 16, -4, -28, -28, -23, -21, -9, 0, -7, -7, 2, 9, 16, 21, 18, 18, 28, 35, 30, 21, 21, 28, 35, 44, 51, 56, 54, 54, 63, 75, 82, 82, 77, 82, 94, 101, 105, 105, 101, 105, 115, 119, 124, 124, 117]"
1713644218674076348,"[117, 129, 134, 136, 141, 131, 119, 134, 159, 174, 157, 119, 96, 101, 110, 110, 108, 103, 108, 119, 127, 127, 105, 87, 286, 801, 1277, 1100, 206, -312, 42, 214, -11, 11, 112, 56, 47, 94, 82, 72, 94, 98, 105, 129, 141, 150, 157, 164, 185, 211, 235, 261, 282, 310, 345, 378, 399, 409, 402, 383, 345, 284, 211, 145, 84, 39, 18, 11, 4, -2, -11, -11, 2]"
1713644219235236249,"[14, 21, 23, 25, 30, 39, 51, 49, 30, 25, 35, 44, 51, 47, 32, 7, -7, 4, 9, -2, -11, -11, -16, -14, -2, 0, 0, 7, 2, -7, 0, 7, 9, 14, 21, 28, 35, 37, 39, 47, 51, 56, 65, 68, 68, 75, 79, 82, 89, 87, 89, 96, 98, 101, 105, 105, 110, 115, 117, 119, 117, 108, 108, 119, 122, 122, 134, 150, 164, 164, 143, 127, 117]"
1713644219796365628,"[117, 124, 124, 122, 122, 108, 96, 84, 58, 87, 364, 889, 1241, 870, -21, -284, 117, 141, -61, 18, 72, 4, 25, 70, 63, 70, 94, 98, 101, 117, 129, 141, 155, 164, 178, 199, 223, 256, 284, 310, 338, 362, 383, 399, 395, 373, 324, 258, 195, 136, 82, 32, -2, -11, -9, -4, -2, -2, 0, 9, 21, 32, 35, 37, 39, 49, 61, 65, 70, 68, 68, 75, 65]"
1713644220357505181,"[44, 39, 44, 44, 49, 61, 68, 61, 39, 14, 7, 9, 7, 11, 4, -9, -2, 0, -7, -4, -4, -2, 9, 16, 23, 23, 21, 25, 37, 47, 51, 51, 47, 54, 65, 72, 77, 79, 72, 77, 91, 96, 94, 77, 65, 79, 89, 94, 101, 101, 98, 105, 119, 136, 152, 155, 136, 119, 115, 115, 119, 115, 110, 117, 119, 101, 84, 79, 84, 221, 646, 1147, 1140]"
1713644220918654904,"[369, -293, -72, 197, 9, -35, 79, 51, 28, 79, 91, 70, 65, 77, 91, 105, 119, 129, 134, 148, 166, 190, 211, 235, 258, 286, 322, 352, 376, 388, 388, 378, 350, 291, 206, 127, 75, 32, 4, -4, -11, -16, -14, -11, -4, 11, 16, 18, 25, 30, 39, 51, 56, 56, 61, 68, 65, 56, 35, 32, 47, 49, 49, 58, 58, 51, 39, 23, 23, 37, 44, 35, 25]"
1713644221479804631,"[23, 16, 11, 18, 18, 14, 16, 30, 23, 0, 4, 21, 18, 23, 30, 30, 37, 49, 51, 54, 61, 63, 68, 75, 77, 63, 51, 61, 75, 72, 72, 87, 91, 91, 103, 108, 110, 124, 138, 145, 143, 124, 108, 105, 108, 110, 119, 124, 122, 119, 105, 91, 96, 221, 625, 1126, 1145, 395, -310, -112, 209, 30, -42, 89, 79, 39, 79, 91, 84, 105, 127, 127, 124]"
1713644222040944180,"[136, 148, 166, 185, 195, 199, 199, 218, 258, 291, 319, 343, 359, 376, 385, 371, 322, 244, 174, 115, 63, 18, -11, -35, -44, -39, -30, -23, -16, -16, -14, 0, 11, 21, 25, 25, 32, 44, 54, 63, 65, 58, 42, 18, 9, 23, 23, 2, -14, -14, -14, -18, -21, -23, -18, -7, 2, 9, 7, 2, 9, 21, 28, 32, 32, 30, 35, 51, 58, 58, 58, 54, 63]"
1713644222602104081,"[77, 79, 82, 79, 77, 84, 89, 82, 68, 54, 49, 56, 72, 91, 110, 112, 98, 84, 79, 77, 84, 82, 79, 89, 96, 103, 105, 98, 91, 176, 531, 1067, 1262, 656, -190, -190, 178, 58, -72, 37, 37, -4, 44, 70, 54, 63, 82, 91, 105, 122, 127, 136, 150, 166, 190, 206, 223, 249, 279, 315, 348, 369, 381, 385, 381, 352, 298, 228, 155, 94, 42, -4, -28]"
1713644223163233460,"[-35, -37, -35, -32, -23, -14, -23, -32, -18, -7, -2, 9, 16, 21, 28, 35, 39, 49, 51, 51, 58, 61, 63, 68, 65, 65, 70, 68, 54, 21, 4, 9, 14, 7, 2, 0, -4, -9, -4, 0, 2, 7, 9, 16, 21, 21, 28, 32, 35, 42, 47, 47, 51, 54, 58, 65, 70, 70, 72, 77, 79, 82, 75, 61, 63, 72, 72, 79, 84, 87, 87, 89, 98]"
1713644223724362839,"[105, 105, 108, 122, 141, 145, 138, 119, 98, 82, 72, 77, 89, 89, 87, 89, 91, 94, 101, 239, 660, 1124, 1072, 303, -315, -72, 176, -21, -54, 68, 47, 18, 58, 68, 61, 84, 103, 103, 108, 115, 127, 145, 162, 176, 185, 197, 228, 261, 291, 317, 336, 355, 373, 373, 352, 319, 258, 183, 124, 77, 30, -2, -23, -32, -25, -18, -14, -9, -11, -7, 9, 18, 28]"
