time,rr
1713644598520779494,94
1713644599081939391,16
1713644599643068770,211
1713644600204228667,63
1713644600765383481,51
1713644601326517943,-61
1713644601887677844,68
1713644602448817397,223
1713644603009967120,16
1713644603571096499,51
1713644604132251313,129
1713644604693385775,89
1713644605254545676,-23
1713644605815675055,39
1713644606376834952,4
1713644606937964331,84
1713644607499119145,18
1713644608060253607,23
1713644608621413508,39
1713644609182542887,91
1713644609743702784,108
1713644610304832163,54
1713644610865961542,44
1713644611427121443,199
1713644611988250822,47
1713644612549390375,14
1713644613110540098,0
1713644613671669477,63
1713644614232824291,-18
1713644614793958753,9
1713644615355093223,7
1713644615916248033,63
1713644616477377412,14
1713644617038527139,-23
1713644617599666688,68
1713644618160796067,42
1713644618721955968,25
1713644619283085347,268
1713644619844214726,89
1713644620405374623,-30
1713644620966504002,101
1713644621527663903,-54
1713644622088793282,72
1713644622649932835,-117
1713644623211082558,103
1713644623772211937,-35
1713644624333366751,75
1713644624894501213,-4
1713644625455661114,87
1713644626016790493,9
1713644626577935133,51
1713644627139079769,23
1713644627700209148,284
1713644628261369045,54
1713644628822503515,315
1713644629383658325,84
1713644629944787704,169
1713644630505937431,98
1713644631067076980,-75
1713644631628236881,261
1713644632189366260,-35
1713644632750526157,54
1713644633311655536,11
1713644633872784915,91
1713644634433939729,49
1713644634995074191,-51
1713644635556234092,131
1713644636117373645,23
1713644636678523368,79
1713644637239652747,-4
1713644637800807561,-261
1713644638361942023,2
1713644638923076493,192
1713644639484231303,70
1713644640045360682,150
1713644640606510409,63
1713644641167649958,117
1713644641728779337,63
1713644642289913807,-16
1713644642851068617,79
1713644643412197996,70
1713644643973357893,98
1713644644534487272,246
1713644645095647169,105
1713644645656781639,-108
1713644646217936449,96
1713644646779065828,-84
1713644647340215555,75
1713644647901355104,-42
1713644648462515005,91
1713644649023644384,9
1713644649584783937,58
1713644650145933660,54
1713644650707063039,51
1713644651268217853,56
1713644651829352315,-105
1713644652390481698,21
1713644652951621251,56
1713644653512755717,68
1713644654073900353,199
1713644654635029732,68
1713644655196189633,176
1713644655757319012,105
1713644656318458565,159
1713644656879593031,47
1713644657440737667,-143
1713644658001867046,79
1713644658562996425,-127
1713644659124156326,94
1713644659685285705,-89
1713644660246415084,131
1713644660807564811,-39
1713644661368704360,131
1713644661929833739,-39
1713644662490968209,103
1713644663052102675,-35
1713644663613252398,310
1713644664174381777,37
1713644664735511156,1248
1713644665296671057,47
1713644665857800436,91
1713644666418929815,25
1713644666980089712,42
1713644667541219091,37
1713644668102373905,9
1713644668663508367,44
1713644669224642837,-305
1713644669785777303,63
1713644670346927026,129
1713644670908056405,75
1713644671469185784,258
1713644672030345685,96
1713644672591475064,56
1713644673152614617,79
1713644673713764340,77
1713644674274893719,94
1713644674836023098,-77
1713644675397182995,127
1713644675958312378,-25
1713644676519451931,103
1713644677080586397,-23
1713644677641731033,-14
1713644678202860412,30
1713644678763989791,56
1713644679325124261,44
1713644679886279071,115
1713644680447408450,65
1713644681008537829,178
1713644681569692643,77
1713644682130827105,30
1713644682691961575,65
1713644683253096041,-16
1713644683814245764,70
1713644684375375143,-21
1713644684936504522,91
1713644685497664423,28
1713644686058793802,1110
1713644686619933355,30
1713644687181067821,89
1713644687742212457,4
1713644688303341836,82
1713644688864471215,7
1713644689425631116,39
1713644689986760495,65
1713644690547920392,0
1713644691109049771,58
1713644691670179150,91
1713644692231308529,77
1713644692792468430,-32
1713644693353597809,79
1713644693914727188,-51
1713644694475856567,94
1713644695036985946,-51
1713644695598145847,89
1713644696159275226,2
1713644696720404605,1098
1713644697281533984,7
1713644697842663363,63
1713644698403792742,-9
