time,rr
1714324125772448394,-28
1714324126333816834,-63
1714324126895195444,25
1714324127456574054,75
1714324128017952664,77
1714324128579331274,-2
1714324129140709884,-37
1714324129702088494,9
1714324130263467104,-35
1714324130824845714,51
1714324131386193806,150
1714324131947572416,23
1714324132508951026,-39
1714324133070299118,16
1714324133631677728,-91
1714324134193056338,-21
1714324134754434948,98
1714324135315783040,32
1714324135877161650,-2
1714324136438509742,2
1714324136999857830,87
1714324137561236444,489
1714324138122584536,32
1714324138683963146,-35
1714324139245311238,9
1714324139806664413,171
1714324140368037940,44
1714324140929386032,-44
1714324141490734124,4
1714324142052112734,56
1714324142613460826,188
1714324143174839436,32
1714324143736187528,-65
1714324144297535620,-25
1714324144858893884,65
1714324145420262322,-30
1714324145981610414,-124
1714324146542989024,39
1714324147104337116,134
1714324147665685208,119
1714324148227033300,-21
1714324148788411910,-108
1714324149349760002,-54
1714324149911108094,-42
1714324150472456186,117
1714324151033804278,-16
1714324151595152370,-35
1714324152156500462,-23
1714324152717848554,58
1714324153279196646,-25
1714324153840544738,2
1714324154401892830,58
1714324154963240922,-79
1714324155524589014,112
1714324156085937106,63
1714324156647259763,-28
1714324157208602772,58
1714324157769950864,-58
1714324158331298956,56
1714324158892631787,-54
1714324159453964622,816
1714324160015312714,-28
1714324160576660806,-9
1714324161137978380,-2
1714324161699326472,-23
1714324162260644046,0
1714324162821992138,-11
1714324163383314795,-30
1714324163944657804,-11
1714324164506005896,983
1714324165067323470,-21
1714324165628671562,192
1714324166189989136,595
1714324166751342311,-30
1714324167312654802,77
1714324167874002894,37
1714324168435320468,-7
1714324168996653299,-79
1714324169557986134,-11
1714324170119308791,7
1714324170680651800,2
1714324171241994805,1025
1714324171803317466,-58
1714324172364650297,-7
1714324172925983132,-4
1714324173487331224,-9
1714324174048648798,-37
1714324174609996890,16
1714324175171314464,-49
1714324175732647295,39
1714324176293980130,178
1714324176855297704,25
1714324177416615274,63
1714324177977963370,4
1714324178539280944,-9
1714324179100629036,-49
1714324179661946610,1016
1714324180223269267,7
1714324180784612276,136
1714324181345929850,155
1714324181907247424,-25
1714324182468580255,-4
1714324183029913090,75
1714324183591230664,-4
1714324184152548238,23
1714324184713865812,16
1714324185275183386,11
1714324185836500960,-14
1714324186397828704,973
1714324186959176797,-28
1714324187520484200,127
1714324188081796687,42
1714324188643109174,4
1714324189204436922,-25
1714324189765754496,23
1714324190327072070,25
1714324190888389644,70
1714324191449702131,47
1714324192011014618,-65
1714324192572342366,91
1714324193133639592,7
1714324193694946996,136
1714324194256264570,-28
1714324194817551626,-9
1714324195378869200,30
1714324195940186774,-39
1714324196501504348,-32
1714324197062821922,79
1714324197624139496,166
1714324198185451983,-11
1714324198746744126,-9
1714324199308061700,54
1714324199869379274,23
1714324200430671413,-21
1714324200991983900,35
1714324201553301478,75
1714324202114619052,162
1714324202675906108,70
1714324203237223682,-42
1714324203798541256,-58
1714324204359828308,-56
1714324204921145886,16
1714324205482453286,11
1714324206043750516,870
1714324206605068090,23
1714324207166360229,25
1714324207727672720,-75
1714324208288985207,2
1714324208850277350,2
1714324209411594924,77
1714324209972881980,-28
1714324210534199554,18
1714324211095486606,183
1714324211656799097,420
1714324212218091240,39
1714324212779393553,35
1714324213340695870,101
1714324213901988009,108
1714324214463300500,16
1714324215024587556,0
1714324215585874612,164
1714324216147176925,101
1714324216708479242,25
1714324217269766298,21
1714324217831053350,42
1714324218392365841,87
1714324218953647810,-35
1714324219514945040,138
1714324220076232096,-195
1714324220637519152,72
1714324221198806208,11
1714324221760093264,-14
