time,rr
1714323942158816000,12406
1714323942720499790,8890
1714323943282198838,3123
1714323943843887714,2144
1714323944405576590,310
1714323944967265466,-44
1714323945528949258,56
1714323946090612702,-51
1714323946652301578,103
1714323947213970110,-2
1714323947775648812,28
1714323948337307170,72
1714323948898965530,-79
1714323949460623888,-32
1714323950022282246,-11
1714323950583950778,-131
1714323951145604050,-63
1714323951707257322,35
1714323952268915680,157
1714323952830594384,809
1714323953392232396,-25
1714323953953890754,-42
1714323954515549112,37
1714323955077207470,-119
1714323955638835312,129
1714323956200493670,30
1714323956762136770,-162
1714323957323779868,11
1714323957885438226,14
1714323958447066066,-91
1714323959008719340,7
1714323959570352266,-124
1714323960131995366,-122
1714323960693638464,39
1714323961255266304,35
1714323961816894146,47
1714323962378521986,-4
1714323962940170172,16
1714323963501792926,28
1714323964063415680,-129
1714323964625063864,-103
1714323965186691704,-28
1714323965748319546,-185
1714323966309947386,51
1714323966871575226,11
1714323967433203066,-157
1714323967994830906,82
1714323968556458746,21
1714323969118081502,-7
1714323969679704256,-25
1714323970241327010,-23
1714323970802949764,9
1714323971364572518,-16
1714323971926195270,-30
1714323972487792594,32
1714323973049420434,-65
1714323973611033016,18
1714323974172645596,-105
1714323974734248006,-16
1714323975295840242,32
1714323975857462996,-378
1714323976419065404,61
1714323976980677986,-134
1714323977542270222,992
1714323978103898059,39
1714323978665485212,-105
1714323979227107966,-42
1714323979788700202,-79
1714323980350292438,-21
1714323980911905018,30
1714323981473502340,0
1714323982035099664,94
1714323982596707159,11
1714323983158294308,30
1714323983719906890,-39
1714323984281488952,-101
1714323984843086274,127
1714323985404683596,7
1714323985966250402,-75
1714323986527847724,16
1714323987089429788,-16
1714323987651011850,-18
1714323988212583742,79
1714323988774175976,-174
1714323989335768214,39
1714323989897340104,11
1714323990458922168,-56
1714323991020504230,56
1714323991582076122,202
1714323992143637840,-11
1714323992705230076,51
1714323993266801966,23
1714323993828384030,0
1714323994389945748,-51
1714323994951507466,2
1714323995513069184,65
1714323996074661420,-103
1714323996636223138,63
1714323997197784856,11
1714323997759346574,119
1714323998320908292,16
1714323998882470008,-105
1714323999444006296,-63
1714324000005573100,37
1714324000567124646,-25
1714324001128686364,0
1714324001690242994,30
1714324002251779282,-63
1714324002813341000,58
1714324003374872200,-94
1714324003936433918,0
1714324004497985462,35
1714324005059526836,-157
1714324005621058036,-256
1714324006182619754,-2
1714324006744161126,122
1714324007305712672,23
1714324007867243872,-77
1714324008428775072,4
1714324008990336788,2
1714324009551867990,54
1714324010113399190,49
1714324010674945648,-32
1714324011236481934,18
1714324011797992790,54
1714324012359523990,-16
1714324012921060276,82
1714324013482596562,-108
1714324014044132848,-127
1714324014605669134,65
1714324015167205420,-75
1714324015728711190,127
1714324016290242390,11
1714324016851773590,-9
1714324017413289530,-30
1714324017974805472,-131
1714324018536331584,-21
1714324019097837354,155
1714324019659368554,-9
1714324020220869236,-16
1714324020782385176,148
1714324021343901118,18
1714324021905427230,-56
1714324022466932998,44
1714324023028433682,61
1714324023589944536,-223
1714324024151465564,-47
1714324024712966246,16
1714324025274492358,-131
1714324025835998128,77
1714324026397498810,0
1714324026958999492,188
1714324027520515432,16
1714324028082031374,-49
1714324028643532056,-56
1714324029205032738,28
1714324029766533420,-171
1714324030328034102,54
1714324030889534784,25
1714324031451035466,-150
1714324032012536148,58
1714324032574036828,44
1714324033135512080,185
1714324033697017848,-2
1714324034258508358,-70
1714324034820009040,72
1714324035381509722,42
1714324035942979886,-65
1714324036504480568,239
1714324037065981250,-157
1714324037627481932,-7
1714324038188972440,162
1714324038750452778,23
1714324039311953460,-124
1714324039873454142,47
1714324040434934478,2
1714324040996424988,-75
1714324041557925670,-21
1714324042119421264,51
1714324042680896516,84
1714324043242397198,51
1714324043803867362,-103
1714324044365368044,-70
1714324044926838208,42
1714324045488333802,-47
1714324046049809054,37
1714324046611279218,89
1714324047172759554,-103
1714324047734250064,-94
1714324048295720228,-11
1714324048857190392,72
1714324049418691072,68
1714324049980161238,-16
1714324050541631402,178
1714324051103101566,72
1714324051664571730,-58
1714324052226041894,169
1714324052787512058,79
1714324053348982222,-214
1714324053910452386,-49
1714324054471922550,-18
1714324055033392714,-91
1714324055594862878,44
1714324056156333042,37
1714324056717777774,30
1714324057279273370,103
1714324057840728274,-75
1714324058402183180,7
1714324058963653344,25
1714324059525123508,-162
1714324060086568240,79
1714324060648033318,18
1714324061209488222,94
1714324061770943128,82
1714324062332413292,4
1714324062893913970,101
1714324063455323102,-2
1714324064016793266,-4
1714324064578232912,16
1714324065139692902,-4
1714324065701142722,28
1714324066262582368,68
1714324066824027100,-16
1714324067385492178,79
1714324067946931824,77
1714324068508371470,-54
1714324069069836546,1126
1714324069631281280,-11
1714324070192726012,164
1714324070754160572,54
1714324071315600218,-44
1714324071877039864,89
1714324072438479510,89
1714324072999919156,0
1714324073561389320,119
1714324074122828966,23
1714324074684268612,-65
1714324075245708258,39
1714324075807142816,56
1714324076368587548,-51
1714324076929996678,28
1714324077491436324,-11
1714324078052875970,-79
1714324078614315616,32
1714324079175755262,-4
1714324079737194908,30
1714324080298604036,56
1714324080860043682,-105
1714324081421483328,-7
1714324081982922974,32
1714324082544332102,-101
1714324083105771748,166
1714324083667180876,-39
1714324084228620522,-101
1714324084790029650,103
1714324085351469296,-54
1714324085912878424,91
1714324086474318070,58
1714324087035727198,-35
1714324087597166844,192
1714324088158575972,49
1714324088720015618,-119
1714324089281424746,35
1714324089842833874,14
1714324090404273520,-68
1714324090965682648,148
1714324091527122294,-4
1714324092088531422,-56
1714324092649940550,61
1714324093211349678,44
1714324093772758806,-82
1714324094334167934,-2
1714324094895577062,23
1714324095456986190,-11
1714324096018425836,119
1714324096579834964,-277
1714324097141244092,25
1714324097702653220,221
1714324098264062348,7
1714324098825471476,4
1714324099386880604,-32
1714324099948289732,75
1714324100509698860,-56
1714324101071107988,171
1714324101632486598,232
1714324102193895726,-25
1714324102755304854,192
1714324103316713982,75
1714324103878123110,-112
1714324104439532238,844
1714324105000910848,28
1714324105562319976,-9
1714324106123729104,51
1714324106685138232,58
1714324107246547360,-30
1714324107807956488,42
1714324108369335098,-7
1714324108930744226,-7
1714324109492153354,155
1714324110053562482,-54
1714324110614941092,25
1714324111176350220,103
1714324111737728830,32
1714324112299137958,-117
1714324112860516568,72
1714324113421925696,61
1714324113983304306,-75
1714324114544713434,51
1714324115106092044,47
1714324115667501172,-30
1714324116228879782,138
1714324116790258392,-416
1714324117351667520,32
1714324117913046130,44
1714324118474455258,65
1714324119035833868,-11
1714324119597242996,-11
1714324120158621606,79
1714324120720000216,18
1714324121281399170,68
1714324121842787954,-21
1714324122404166564,2
1714324122965545174,21
1714324123526923784,35
1714324124088302394,-148
1714324124649681004,23
1714324125211074871,44
