time,rr
1713891152636538075,73
1713891153197575904,-33
1713891153758613729,102
1713891154319651554,11
1713891154880719897,28
1713891155441757722,61
1713891156002795547,142
1713891156563833376,66
1713891157124871201,-26
1713891157685909026,209
1713891158246946851,16
1713891158807984676,-76
1713891159369053019,228
1713891159930090848,54
1713891160491159191,49
1713891161052197016,4
1713891161613234841,159
1713891162174272666,4
1713891162735341009,511
1713891163296378838,40
1713891163857416663,78
1713891164418485006,221
1713891164979522831,-14
1713891165540591174,126
1713891166101628999,11
1713891166662666828,85
1713891167223704653,11
1713891167784757739,11
1713891168345810821,66
1713891168906848646,126
1713891169467886471,21
1713891170028924300,28
1713891170589962125,171
1713891171150999950,-35
1713891171712037775,14
1713891172273075600,61
1713891172834113425,23
1713891173395151254,78
1713891173956189079,514
1713891174517226904,169
1713891175078264729,61
1713891175639302554,-66
1713891176200340379,-7
1713891176761378208,238
1713891177322416033,171
1713891177883453858,66
1713891178444491683,40
1713891179005529508,-71
1713891179566567333,-83
1713891180127605162,54
1713891180688642987,104
1713891181249680812,-78
1713891181810718637,252
1713891182371756462,40
1713891182932794287,114
1713891183493862634,54
1713891184054900459,40
1713891184615938284,-4
1713891185176976109,128
1713891185738013934,78
1713891186299051759,33
1713891186860089588,83
1713891187421157931,40
1713891187982195756,-73
1713891188543233581,166
1713891189104271406,-23
1713891189665309231,42
1713891190226347060,76
1713891190787384885,35
1713891191348453228,-16
1713891191909470709,138
1713891192470498360,159
1713891193031566703,1171
1713891193592604532,-142
1713891194153642357,45
1713891194714680182,-23
1713891195275718007,-35
1713891195836786350,35
1713891196397824175,126
1713891196958862004,119
1713891197519899829,83
1713891198080937654,33
1713891198641975479,-109
1713891199203013304,121
1713891199764051129,71
1713891200325088958,42
1713891200886126783,540
1713891201447164608,28
1713891202008202433,49
1713891202569240258,2
1713891203130278083,4
1713891203691315912,121
1713891204252353737,90
1713891204813391562,157
1713891205374429387,-73
1713891205935467212,-157
1713891206496474519,16
1713891207057512348,-11
1713891207618550173,2
1713891208179587998,102
1713891208740656341,97
1713891209301694166,-19
1713891209862731991,95
1713891210423769820,33
1713891210984838163,178
1713891211545875988,-26
1713891212106913813,821
1713891212667951638,92
1713891213229019981,52
1713891213790057810,78
1713891214351095635,11
1713891214912163978,149
1713891215473201803,-2
1713891216034239628,-154
1713891216595307971,40
1713891217156345800,16
1713891217717383625,7
1713891218278421450,38
1713891218839489793,30
1713891219400527618,83
1713891219961595961,16
1713891220522633790,95
1713891221083671615,4
1713891221644709440,-66
1713891222205777783,71
1713891222766815608,9
1713891223327853433,971
1713891223888921780,69
1713891224449959605,21
1713891225010997430,90
1713891225572035255,178
1713891226133103598,38
1713891226694141423,-30
1713891227255179252,85
1713891227816217077,59
1713891228377285420,47
1713891228938323245,90
1713891229499361070,49
1713891230060398895,83
