time,rr
1713890760483322101,-19
1713890761044410791,71
1713890761605428269,123
1713890762166496616,33
1713890762727564959,126
1713890763288633302,-171
1713890763849701645,54
1713890764410769988,-4
1713890764971838331,126
1713890765532906678,1199
1713890766093975021,40
1713890766655012846,-54
1713890767216081189,45
1713890767777149532,90
1713890768338217875,92
1713890768899255704,21
1713890769460324047,147
1713890770021392390,-95
1713890770582460733,64
1713890771143498558,40
1713890771704566901,26
1713890772265635248,135
1713890772826683247,-183
1713890773387741416,109
1713890773948809759,38
1713890774509878102,-11
1713890775070946445,-26
1713890775632014792,4
1713890776193062791,42
1713890776754120960,23
1713890777315189303,23
1713890777876257646,71
1713890778437325993,21
1713890778998389250,216
1713890779559432161,30
1713890780120500504,30
1713890780681568847,69
1713890781242637190,95
1713890781803705533,52
1713890782364743362,26
1713890782925811705,-26
1713890783486880048,423
1713890784047948391,61
1713890784608986216,-35
1713890785170054559,-19
1713890785731122906,-40
1713890786292191249,28
1713890786853229074,95
1713890787414297417,216
1713890787975365760,-38
1713890788536434103,76
1713890789097477019,-2
1713890789658540275,161
1713890790219608618,161
1713890790780676961,69
1713890791341714786,-33
1713890791902783129,7
1713890792463851476,126
1713890793024919819,14
1713890793585957644,-7
1713890794147025987,76
1713890794708094330,-16
1713890795269162677,135
1713890795830200502,2
1713890796391268845,35
1713890796952337188,30
1713890797513405531,54
1713890798074473874,-38
1713890798635542217,-9
1713890799196610564,114
1713890799757678907,52
1713890800318716732,-4
1713890800879785075,-59
1713890801440853418,47
1713890802001921761,45
1713890802562990108,30
1713890803124058451,33
1713890803685096276,54
1713890804246164619,-35
1713890804807232962,76
1713890805368301305,0
1713890805929369652,54
1713890806490407477,57
1713890807051475820,21
1713890807612544163,83
1713890808173612506,-23
1713890808734680849,252
1713890809295749196,16
1713890809856787021,35
1713890810417855364,11
1713890810978923707,7
1713890811539961532,-4
1713890812101029875,-21
1713890812662098222,1116
1713890813223176739,78
1713890813784204390,52
1713890814345272733,28
1713890814906341076,85
1713890815467409419,-38
1713890816028447248,42
1713890816589515591,64
1713890817150583934,52
1713890817711652277,-19
1713890818272690102,173
1713890818833758445,-14
1713890819394826792,59
1713890819955874791,-9
1713890820516932960,345
1713890821078001303,90
1713890821639069646,2
1713890822200107471,76
1713890822761175818,23
1713890823322244161,126
1713890823883281986,0
1713890824444350329,19
1713890825005418672,21
1713890825566456497,-21
1713890826127524844,11
1713890826688593187,69
1713890827249661530,133
1713890827810729873,109
1713890828371767698,54
1713890828932836041,104
1713890829493873870,-88
1713890830054942213,40
1713890830616010556,28
1713890831177048381,26
1713890831738116724,64
1713890832299185067,76
1713890832860253414,-30
1713890833421321757,95
1713890833982390100,49
1713890834543427925,-52
1713890835104496268,14
1713890835665534093,-35
1713890836226602440,-142
1713890836787670783,71
1713890837348739126,-30
1713890837909776951,90
1713890838470845294,152
1713890839031913637,85
1713890839592981984,9
1713890840154029983,40
1713890840715088152,528
1713890841276156495,33
1713890841837224838,21
1713890842398293181,111
1713890842959361528,95
1713890843520399353,-2
1713890844081467696,19
1713890844642536039,-23
1713890845203573864,66
1713890845764642207,7
1713890846325710554,1368
1713890846886778897,76
1713890847447847240,-40
1713890848008885065,83
1713890848569953408,207
1713890849131021751,138
1713890849692090098,83
1713890850253158441,-38
1713890850814196266,85
1713890851375264609,-2
1713890851936332952,33
1713890852497401295,52
1713890853058444211,21
1713890853619507467,97
1713890854180575810,192
1713890854741644153,73
1713890855302681978,-23
1713890855863750321,-292
1713890856424818668,-202
1713890856985887011,178
1713890857546955354,26
1713890858107993179,-4
1713890858669061522,92
1713890859230129865,-19
1713890859791198212,-54
1713890860352236037,54
1713890860913304380,-61
1713890861474372723,221
1713890862035435983,73
1713890862596478891,49
1713890863157547238,35
1713890863718615581,78
1713890864279653406,107
1713890864840721749,64
1713890865401790092,-23
1713890865962858435,128
1713890866523896264,14
1713890867084964607,49
1713890867646032950,133
1713890868207070775,-16
1713890868768139118,276
1713890869329176943,116
1713890869890245290,64
1713890870451313633,-30
1713890871012351458,11
1713890871573419801,123
1713890872134488144,78
1713890872695556487,95
1713890873256624834,99
1713890873817693177,238
1713890874378731002,71
1713890874939768827,19
1713890875500837170,307
1713890876061874995,-54
1713890876622943342,30
1713890877183981167,59
1713890877745049510,97
1713890878306087335,111
1713890878867155678,69
1713890879428224021,19
1713890879989261850,126
1713890880550330193,64
1713890881111398536,107
1713890881672436361,133
1713890882233504704,90
1713890882794573051,38
1713890883355610876,23
1713890883916648701,42
1713890884477717044,238
1713890885038785387,-73
1713890885599823212,54
1713890886160891555,9
1713890886721929384,2
1713890887282997727,-9
1713890887844035552,247
1713890888405103895,11
1713890888966141720,130
1713890889527210067,83
1713890890088247892,30
1713890890649316235,-26
1713890891210354060,9
1713890891771391885,52
1713890892332429710,83
1713890892893498053,-57
1713890893454535882,80
1713890894015604225,-69
1713890894576642050,1135
1713890895137710393,88
1713890895698748218,-52
1713890896259816561,85
1713890896820854390,261
1713890897381922733,390
1713890897942991076,71
1713890898504028901,-9
1713890899065097244,-47
1713890899626165587,88
1713890900187233934,30
1713890900748271759,0
1713890901309340102,-311
1713890901870377927,145
1713890902431446270,-57
1713890902992484095,1390
1713890903553552442,88
1713890904114590267,145
1713890904675628092,23
1713890905236665917,214
1713890905797734260,152
1713890906358772085,35
1713890906919840432,-23
1713890907480878257,-11
1713890908041946600,145
1713890908602984425,45
1713890909164022250,2
1713890909725090593,88
1713890910286128422,-14
1713890910847196765,57
