time,ecg
1714133945983880000,"[10159, 10772, 11338, 11861, 12359, 12850, 13301, 13694, 14077, 14446, 14787, 15113, 15403, 15698, 16016, 16242, 16402, 16615, 16817, 16946, 17102, 17272, 17392, 17497, 17591, 17682, 17785, 17855, 17902, 17950, 17989, 18077, 18137, 18041, 17986, 18029, 18006, 17965, 17974, 17948, 17888, 17835, 17775, 17723, 17684, 17636, 17560, 17440, 17322, 17255, 17193, 17114, 17020, 16903, 16776, 16661, 16563, 16457, 16325, 16186, 16074, 15968, 15856, 15729, 15678, 15901, 16280, 16203, 15360, 14633, 14710, 14760, 14435]"
1714133946545009379,"[14293, 14272, 14101, 13912, 13816, 13716, 13541, 13409, 13325, 13126, 12913, 12824, 12730, 12599, 12481, 12337, 12203, 12127, 12033, 11896, 11762, 11626, 11487, 11381, 11271, 11082, 10852, 10674, 10514, 10327, 10178, 10058, 9890, 9730, 9627, 9524, 9416, 9318, 9176, 9028, 8939, 8850, 8740, 8644, 8532, 8402, 8311, 8227, 8129, 8031, 7918, 7798, 7710, 7621, 7527, 7436, 7326, 7216, 7134, 7048, 6959, 6873, 6772, 6672, 6590, 6518, 6442, 6353, 6260, 6168, 6070, 5982, 5917]"
1714133947106138758,"[5840, 5739, 5658, 5600, 5536, 5464, 5382, 5298, 5227, 5169, 5104, 5037, 4958, 4877, 4819, 4747, 4671, 4596, 4498, 4419, 4381, 4333, 4275, 4218, 4139, 4150, 4472, 5006, 5100, 4287, 3470, 3585, 3796, 3549, 3463, 3535, 3448, 3367, 3369, 3328, 3259, 3221, 3175, 3113, 3079, 3060, 3026, 2991, 2967, 2943, 2923, 2911, 2897, 2875, 2856, 2837, 2806, 2772, 2729, 2667, 2590, 2494, 2403, 2341, 2284, 2231, 2192, 2161, 2128, 2106, 2085, 2058, 2037]"
1714133947667268137,"[2013, 1989, 1972, 1950, 1924, 1905, 1878, 1855, 1840, 1797, 1735, 1692, 1672, 1658, 1641, 1617, 1600, 1588, 1567, 1538, 1505, 1481, 1471, 1459, 1442, 1428, 1411, 1394, 1387, 1378, 1356, 1342, 1327, 1308, 1298, 1289, 1270, 1253, 1246, 1229, 1215, 1205, 1193, 1176, 1159, 1145, 1136, 1126, 1124, 1126, 1112, 1061, 1004, 987, 982, 961, 941, 944, 944, 925, 896, 973, 1346, 1869, 1893, 1097, 462, 695, 879, 663, 654, 750, 695]"
1714133948228397516,"[661, 699, 687, 644, 639, 644, 615, 601, 630, 649, 635, 620, 632, 659, 680, 704, 728, 738, 738, 742, 742, 738, 716, 668, 608, 558, 524, 498, 472, 448, 436, 440, 445, 450, 450, 438, 433, 452, 464, 460, 455, 445, 431, 421, 421, 431, 426, 414, 412, 419, 424, 426, 417, 402, 402, 409, 407, 407, 407, 395, 388, 397, 405, 402, 390, 378, 381, 388, 376, 340, 311, 311, 321]"
1714133948789526895,"[325, 316, 304, 289, 285, 297, 304, 304, 299, 270, 232, 230, 249, 266, 282, 278, 244, 227, 239, 239, 230, 220, 208, 198, 191, 196, 325, 716, 1147, 1035, 280, -129, 186, 292, 71, 98, 198, 158, 148, 184, 179, 174, 201, 215, 213, 218, 232, 251, 270, 285, 294, 311, 335, 359, 383, 400, 405, 402, 395, 385, 359, 294, 213, 160, 124, 88, 62, 47, 50, 57, 59, 71, 88]"
1714133949350656278,"[88, 91, 100, 105, 117, 131, 119, 95, 105, 122, 122, 129, 134, 134, 139, 143, 146, 150, 146, 146, 150, 150, 150, 160, 155, 141, 139, 141, 146, 153, 158, 158, 158, 155, 160, 167, 162, 165, 170, 165, 167, 177, 172, 148, 131, 134, 139, 134, 131, 131, 119, 103, 100, 218, 575, 975, 860, 107, -318, 0, 131, -62, -23, 67, 16, 11, 59, 67, 64, 79, 88, 98, 115]"
1714133949911775485,"[129, 141, 155, 170, 186, 210, 237, 263, 282, 282, 266, 270, 280, 263, 232, 189, 119, 62, 38, 21, 0, -9, -7, 2, 9, 14, 16, 19, 26, 43, 55, 62, 62, 64, 74, 86, 93, 95, 91, 86, 95, 103, 107, 107, 98, 93, 86, 52, 23, 28, 31, 28, 43, 59, 64, 67, 62, 59, 74, 83, 86, 88, 83, 81, 93, 103, 107, 105, 95, 88, 98, 117, 143]"
1714133950472915036,"[153, 134, 105, 93, 88, 81, 74, 55, 50, 67, 67, 57, 213, 671, 1145, 944, 52, -340, 2, 47, -153, -79, -2, -57, -52, -19, -19, -4, 19, 26, 26, 33, 47, 69, 88, 107, 122, 134, 150, 153, 155, 186, 198, 191, 196, 198, 182, 148, 95, 45, 11, -4, -11, -16, -28, -28, -11, 4, 9, 9, 9, 19, 31, 40, 47, 50, 47, 55, 64, 67, 69, 59, 45]"
1714133951034034245,"[47, 64, 71, 69, 69, 64, 62, 67, 74, 62, 33, 19, 28, 38, 47, 52, 50, 50, 55, 59, 67, 74, 74, 79, 79, 76, 86, 91, 91, 103, 107, 76, 23, -7, 9, 21, 14, 21, 23, 11, 14, 40, 234, 692, 1032, 683, -91, -256, 81, 55, -117, -43, 2, -47, -35, 2, 4, 9, 26, 35, 38, 43, 43, 45, 69, 95, 112, 141, 167, 191, 215, 230, 232]"
