time,rr
1714134455563570047,124
1714134456124638394,47
1714134456685676219,-35
1714134457246714044,59
1714134457807782387,256
1714134458368820212,35
1714134458929858037,9
1714134459490926384,2
1714134460051964209,141
1714134460613002034,57
1714134461174070377,52
1714134461735108202,57
1714134462296176545,69
1714134462857244892,-2
1714134463418282717,407
1714134463979351060,35
1714134464540409233,-7
1714134465101457228,139
1714134465662525571,2
1714134466223563400,76
1714134466784631743,146
1714134467345669568,47
1714134467906737911,52
1714134468467775736,-9
1714134469028844079,-43
1714134469589912426,83
1714134470150980769,0
1714134470712049112,21
1714134471273086937,35
1714134471834155280,14
1714134472395223623,0
1714134472956291970,55
1714134473517329795,213
1714134474078398138,26
1714134474639435963,62
1714134475200504306,67
1714134475761542131,47
1714134476322610478,23
1714134476883648303,254
